sheets/chartset-002/xlsx/012_advanced_excel_doughnut.xlsx	xlsx	3/3	116/116	3/3	0	match	116/116	400/400
sheets/chartset-003/xlsx/008_advanced_excel_radar.xlsx	xlsx	3/3	121/121	3/3	0	match	121/121	415/415
sheets/chartset-003/xlsx/004_advanced_excel_doughnut.xlsx	xlsx	3/3	113/113	3/3	0	match	113/113	375/375
sheets/chartset-002/xlsx/026_advanced_excel_line.xlsx	xlsx	3/3	136/136	3/3	0	match	136/136	454/454
sheets/chartset-003/xlsx/017_advanced_excel_bar.xlsx	xlsx	3/3	143/143	3/3	0	match	143/143	488/488
sheets/chartset-003/xlsx/015_advanced_excel_bubble.xlsx	xlsx	3/3	128/128	3/3	0	match	128/128	428/428
sheets/chartset-002/xlsx/034_advanced_excel_line.xlsx	xlsx	3/3	137/137	3/3	0	match	137/137	465/465
sheets/chartset-003/xlsx/024_advanced_excel_radar.xlsx	xlsx	3/3	121/121	3/3	0	match	121/121	423/423
sheets/chartset-003/xlsx/020_advanced_excel_doughnut.xlsx	xlsx	3/3	113/113	3/3	0	match	113/113	374/374
sheets/chartset-003/xlsx/014_advanced_excel_scatter.xlsx	xlsx	3/3	130/130	3/3	0	match	130/130	432/432
sheets/chartset-004/xlsx/009_advanced_excel_bar.xlsx	xlsx	3/3	147/147	3/3	0	match	147/147	495/495
sheets/chartset-003/xlsx/031_advanced_excel_bubble.xlsx	xlsx	3/3	127/127	3/3	0	match	127/127	404/404
sheets/chartset-003/xlsx/018_advanced_excel_line.xlsx	xlsx	3/3	136/136	3/3	0	match	136/136	447/447
sheets/chartset-004/xlsx/023_advanced_excel_bubble.xlsx	xlsx	3/3	127/127	3/3	0	match	127/127	425/425
sheets/chartset-004/xlsx/019_advanced_excel_pie.xlsx	xlsx	3/3	140/139	3/3	0	match	140/139	476/470
sheets/chartset-003/xlsx/029_advanced_excel_area.xlsx	xlsx	3/3	137/137	3/3	0	match	137/137	444/444
sheets/chartset-005/xlsx/004_Contextures_chart_sample_de7c0671.xlsx	xlsx	4/4	216/223	2/2	0	words	219/226	879/900
sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	xlsx	5/5	231/227	3/3	0	words	231/227	839/858
sheets/chartset-004/xlsx/010_advanced_excel_line.xlsx	xlsx	3/3	137/137	3/3	0	match	137/137	461/461
sheets/chartset-005/xlsx/073_Graph_paper_6e1a30eb.xlsx	xlsx	4/4	76/76	2/2	0	match	76/76	371/371
sheets/chartset-005/xlsx/067_Basic_invoice_Use_this_template_1d35c3e9.xlsx	xlsx	1/1	75/75	2/2	0	match	75/75	405/405
sheets/chartset-004/xlsx/DynamicBubbleChart.xlsx	xlsx	5/5	340/357	3/3	0	words	342/359	1723/1803
sheets/chartset-005/xlsx/093_Volunteer_Sign_Up_Sheet_Template_Customizable_Format_3a4d6b58.xlsx	xlsx	2/2	120/120	1/1	0	match	120/120	592/592
sheets/chartset-005/xlsx/091_Volunteer_Sign_Up_Sheet_Template_Colored_Background_2cb58d01.xlsx	xlsx	1/1	62/62	2/2	0	match	64/64	258/258
sheets/chartset-005/xlsx/098_Volunteer_Sign_Up_Sheet_Template_Simple_Layout_080a06a1.xlsx	xlsx	1/1	293/293	2/2	0	match	344/344	1593/1593
sheets/chartset-005/xlsx/096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d.xlsx	xlsx	2/2	178/178	1/1	0	match	179/179	1072/1072
sheets/chartset-005/xlsx/022_Pareto_Chart_Template_-_Pareto_Analysis_in_Excel_with_Pareto_Diagram_82b5a874.xlsx	xlsx	2/2	190/191	2/2	0	match	204/205	941/937
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	xlsx	8/8	300/303	2/2	0	match	307/311	1456/1456
sheets/chartset-005/xlsx/074_Idea_planner_bacaa123.xlsx	xlsx	1/1	106/106	2/2	0	match	106/106	562/562
sheets/chartset-006/xls/014_Contextures_chart_sample_991ecfc5.xls	xls	3/3	106/108	4/4	0	match	109/120	564/561
sheets/chartset-006/xlsx/052_Manufacturing_output_chart_88570318.xlsx	xlsx	1/1	198/197	2/2	0	match	198/197	477/483
sheets/chartset-005/xlsx/095_Volunteer_Sign_Up_Sheet_Template_Fillable_Format_b3330009.xlsx	xlsx	1/1	293/293	2/2	0	match	294/294	1784/1784
sheets/chartset-006/xlsx/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx	xlsx	5/5	438/438	1/1	0	match	638/642	2332/2336
sheets/chartset-006/xlsx/088_To-do_list_with_progress_tracker_Use_this_template_8c438912.xlsx	xlsx	1/1	69/69	2/2	0	match	71/70	324/314
sheets/chartset-006/xls/011_Contextures_chart_sample_599b4392.xls	xls	4/4	159/196	4/4	0	words	165/202	1099/1477
sheets/chartset-006/xlsx/070_Equipment_inventory_list_Use_this_template_fd524c8a.xlsx	xlsx	1/1	201/189	4/4	0	words	201/189	1004/943
sheets/chartset-006/xlsx/006_Contextures_chart_sample_afa23b53.xlsx	xlsx	5/5	169/168	2/2	0	match	170/169	822/815
sheets/chartset-007/xlsx/037_Personal_money_tracker_a57957bb.xlsx	xlsx	5/5	503/508	4/5	0	match	507/512	2476/2505
sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	xlsm	6/6	300/317	2/2	0	words	309/327	1426/1507
sheets/chartset-006/xlsx/061_Regional_sales_chart_cb9eb690.xlsx	xlsx	1/1	107/106	2/2	0	match	108/107	423/424
sheets/chartset-007/xlsx/054_Problem_analysis_with_Pareto_chart_11058329.xlsx	xlsx	1/1	61/87	2/3	0	words	62/88	299/429
sheets/chartset-007/xlsx/050_Financial_vision_d44241e1.xlsx	xlsx	1/1	75/75	2/2	0	match	76/76	400/400
sheets/chartset-006/xlsx/089_Vintage_inventory_list_Use_this_template_f616cac0.xlsx	xlsx	1/1	56/56	2/2	0	match	56/56	236/236
sheets/chartset-007/xlsx/082_Project_to_do_list_28f80082.xlsx	xlsx	2/2	237/237	2/2	0	match	243/243	1128/1130
sheets/chartset-007/xlsx/063_Sales_pipeline_aec57013.xlsx	xlsx	1/1	39/39	3/2	0	match	39/39	179/179
sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	xlsx	5/5	175/175	3/3	0	match	176/176	807/807
sheets/chartset-007/xlsx/040_Blood_pressure_tracker_872b6833.xlsx	xlsx	1/1	169/164	2/2	0	words	170/165	737/715
sheets/chartset-007/xlsx/090_Weekly_time_sheet_Use_this_template_0499cc43.xlsx	xlsx	1/1	114/114	2/2	0	match	114/114	570/569
sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	xlsx	7/7	161/161	3/3	0	match	199/199	1069/1069
sheets/chartset-007/xlsx/058_Social_media_engagement_data_cfa1cb18.xlsx	xlsx	1/1	200/194	2/2	0	match	200/194	476/482
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	xlsx	5/5	872/877	4/4	0	match	879/884	3661/3642
sheets/chartset-007/xlsx/083_Project_tracker_Use_this_template_b38d057c.xlsx	xlsx	2/2	194/194	2/2	0	match	194/194	935/926
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	xlsx	2/2	184/296	2/2	0	words	184/296	960/1045
sheets/chartset-008/xlsx/051_Manufacturer_defect_analysis_53db27ea.xlsx	xlsx	1/1	69/95	2/3	0	words	70/96	320/450
sheets/chartset-008/xlsx/099_Volunteer_Sign_Up_Sheet_Template_Stylish_Format_c0cc35a6.xlsx	xlsx	1/1	187/187	2/2	0	match	188/188	1054/1054
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	xlsx	5/5	919/921	4/4	0	match	926/930	3695/3695
sheets/chartset-008/xlsx/094_Volunteer_Sign_Up_Sheet_Template_Editable_Format_6711b281.xlsx	xlsx	1/1	163/163	2/2	0	match	164/164	832/832
sheets/chartset-009/xlsx/024_Free_Kids_Chore_Chart_Template_ad74bb34.xlsx	xlsx	3/3	188/188	4/4	0	match	195/195	1153/1153
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	xlsx	1/1	150/156	3/3	0	match	150/157	629/625
sheets/chartset-009/xlsx/018_Weight_Loss_Chart_-_Free_Printable_Weight_Loss_Charts_and_Weight_Log_3337bd0a.xlsx	xlsx	10/10	960/958	2/2	0	match	1005/1003	4812/4808
sheets/chartset-008/xlsx/092_Volunteer_Sign_Up_Sheet_Template_Complete_Guide_31fe4d22.xlsx	xlsx	1/1	119/119	2/2	0	match	120/120	782/782
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	xlsx	4/2	57/45	3/2	0	pages,words	57/45	257/226
sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	xlsx	4/4	230/230	2/2	0	match	230/230	1359/1359
sheets/chartset-009/xlsx/081_Project_performance_report_Use_this_template_be2468b3.xlsx	xlsx	2/2	554/554	3/3	0	match	568/568	2032/2032
sheets/chartset-009/xlsx/015_Free_Gantt_Chart_Template_for_Excel_414e86bf.xlsx	xlsx	8/8	1986/1986	3/3	0	match	2025/2025	8640/8640
sheets/chartset-009/xlsx/075_Idea_planner_tasks_f44ebd73.xlsx	xlsx	1/1	89/105	2/2	0	match	94/108	503/504
sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	xlsx	2/2	218/218	4/4	0	match	219/219	643/646
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	xlsx	2/2	309/308	3/2	0	words	309/308	943/914
sheets/chartset-010/xlsx/047_Date_tracker_Gantt_chart_bf34f3a8.xlsx	xlsx	5/8	657/827	4/4	0	pages,words	657/836	3058/3358
sheets/chartset-010/xlsx/072_Gantt_project_planner_dde00e33.xlsx	xlsx	1/1	283/283	5/5	0	match	285/285	780/780
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	xlsx	4/4	135/135	3/2	0	match	248/248	629/629
sheets/chartset-010/xlsx/069_Blue_modern_balance_sheet_Use_this_template_6b4d70d3.xlsx	xlsx	4/4	174/174	2/2	0	match	176/176	1091/1091
sheets/chartset-010/xlsx/084_Service_invoice_Use_this_template_c92b43dc.xlsx	xlsx	3/3	212/212	2/2	0	match	215/215	1232/1231
sheets/chartset-009/xlsx/085_Simple_Gantt_chart_d65b8377.xlsx	xlsx	3/3	659/659	4/4	0	match	661/661	3043/3058
sheets/chartset-010/xlsx/079_Org_charts_visual_248d1dcf.xlsx	xlsx	3/3	285/285	3/2	0	match	289/289	1828/1828
sheets/chartset-011/xlsm/007_Contextures_chart_sample_667d8e47.xlsm	xlsm	7/7	477/480	3/3	0	match	480/483	1836/1849
sheets/chartset-010/xlsx/065_Weight_loss_tracker_ff1c89af.xlsx	xlsx	2/2	73/63	3/2	0	words	73/63	340/308
sheets/chartset-010/xlsx/100_Volunteer_Sign_Up_Sheet_Template_Tabular_Format_0975f34e.xlsx	xlsx	1/1	129/129	2/2	0	match	132/132	687/687
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	xlsx	8/8	291/275	4/4	0	words	291/275	1727/1644
sheets/chartset-010/xlsx/078_Modern_inventory_list_Use_this_template_41abd5bf.xlsx	xlsx	1/1	306/306	1/1	0	match	318/318	1073/1073
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	xlsx	4/4	532/532	6/6	0	match	541/541	3038/3038
sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	xlsx	4/4	281/281	2/2	0	match	282/282	1659/1659
sheets/chartset-010/xlsx/086_Simple_grey_invoice_Use_this_template_063b3773.xlsx	xlsx	1/1	102/102	5/5	0	match	102/102	468/467
sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	xlsx	3/3	454/278	2/2	0	words	457/281	2185/1877
sheets/chartset-011/xlsx/077_Inventory_list_with_highlighting_Use_this_template_36d8d57a.xlsx	xlsx	1/1	323/323	1/1	0	match	323/323	1058/1058
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	xlsx	6/6	179/179	4/4	0	match	180/180	1044/1044
sheets/chartset-011/xlsx/071_Four-week_project_timeline_Use_this_template_4f05db49.xlsx	xlsx	1/1	107/107	3/3	0	match	107/107	400/401
sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	xlsx	6/6	130/130	4/4	0	match	131/131	648/648
sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	xlsx	4/4	268/268	2/2	0	match	269/269	1567/1567
sheets/chartset-012/xlsx/009_Contextures_chart_sample_adcb3f6c.xlsx	xlsx	12/12	223/229	5/5	0	match	236/243	1269/1289
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	xlsx	11/11	1536/1535	2/2	0	match	1536/1535	7864/7852
sheets/chartset-011/xlsx/066_Agile_Gantt_chart_08f9de45.xlsx	xlsx	5/5	930/930	2/2	0	match	934/934	3021/3068
sheets/chartset-012/xlsx/020_Free_Blood_Pressure_Chart_and_Printable_Blood_Pressure_Log_8f8dcc39.xlsx	xlsx	6/6	133/142	4/4	0	words	138/147	987/1038
sheets/chartset-012/xlsx/080_Profit_and_loss_income_statement_3566dae9.xlsx	xlsx	3/3	1185/1185	3/3	0	match	1230/1230	3633/3633
sheets/chartset-012/xlsx/002_Contextures_chart_sample_f605e7bc.xlsx	xlsx	8/8	519/531	4/4	0	words	547/559	1953/1998
sheets/chartset-012/xlsx/068_Blue_inventory_list_Use_this_template_f9908489.xlsx	xlsx	4/4	349/349	2/2	0	match	353/353	1199/1196
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	xlsx	7/7	169/170	4/4	0	match	176/177	830/837
sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	xlsx	15/15	881/939	4/4	0	words	897/945	3874/4120
sheets/chartset-013/xlsx/019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.xlsx	xlsx	9/9	870/872	6/6	0	match	916/918	3664/3660
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	xlsx	4/4	77/77	1/1	0	match	77/77	354/349
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	xlsx	3/3	509/489	4/3	0	words	510/490	2720/2783
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	xlsx	4/4	823/823	4/4	0	match	1640/1639	4873/4873
sheets/chartset-012/xlsx/097_Volunteer_Sign_Up_Sheet_Template_Professional_Format_075d06ed.xlsx	xlsx	1/1	141/141	3/3	0	match	142/142	941/941
sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	xlsx	4/4	335/332	5/5	0	match	337/334	1558/1548
sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	xlsx	7/7	326/325	2/2	0	match	336/335	1440/1437
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	xlsx	8/8	1447/1457	2/2	0	match	1447/1457	7699/7699
sheets/chartset-013/xlsx/087_Simple_personal_budget_3cf9b1af.xlsx	xlsx	3/3	657/657	1/1	0	match	657/657	2856/2856
sheets/chartset-014/xlsx/016_Free_Organizational_Chart_Template_-_Company_Organization_Chart_db913144.xlsx	xlsx	4/4	202/202	2/2	0	match	209/209	1419/1419
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	xlsx	4/4	735/746	6/6	0	words	744/755	3923/3751
sheets/chartset-013/xlsx/059_Milestone_and_task_project_timeline_Use_this_template_24f1e8f1.xlsx	xlsx	3/3	387/389	4/4	0	match	394/396	1935/1935
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	xlsx	10/10	1536/1561	4/4	0	match	1536/1565	7932/7949
sheets/chartset-014/xlsx/025_Printable_Reward_Charts_for_Kids_-_Reward_Chart_Template_aabacd93.xlsx	xlsx	5/5	118/118	4/4	0	match	123/123	713/713
sheets/chartset-014/xlsx/017_Timeline_Templates_for_Excel_b88faee6.xlsx	xlsx	3/3	182/187	4/4	0	words	184/189	969/989
sheets/chartset-014/xlsx/045_Check_register_with_chart_4becb8a0.xlsx	xlsx	1/1	114/119	4/2	0	words	145/150	736/764
sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	xlsx	2/2	189/190	4/4	0	match	189/190	583/583
sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	xlsx	2/2	186/186	3/4	0	match	186/186	554/554
sheets/chartset-014/xlsx/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx	xlsx	7/7	511/517	3/3	0	match	511/517	1801/1766
sheets/done-001/xls/REDAC_SCHEDULE_RPD_135.xls	xls	1/1	171/171	3/3	0	match	204/204	486/486
sheets/chartset-014/xlsx/076_Inventory_list_accessibility_guide_Use_this_template_f43dab19.xlsx	xlsx	9/9	1091/1090	3/2	0	match	1096/1095	4793/4782
sheets/chartset-014/xlsx/048_Expense_trends_budget_18d1e8ba.xlsx	xlsx	14/14	886/881	4/4	0	match	886/881	3999/3986
sheets/done-001/xls/RPD 155 REDAC SCHEDULE 2014-04-02.xls	xls	1/1	139/139	3/3	0	match	157/158	492/492
sheets/done-001/xlsx/ExampleWhiteListData.xlsx	xlsx	6/6	819/819	1/1	0	match	821/821	5326/5326
sheets/done-001/xls/Airplanes-MTOW.xls	xls	6/6	871/871	1/1	0	match	871/871	4501/4501
sheets/done-001/xlsx/Patent Index 2024 - Top 100 applicants 2024.xlsx	xlsx	1/1	441/441	2/2	0	match	444/444	1627/1627
sheets/done-001/xlsx/FMMO_NMPF_37C.xlsx	xlsx	1/1	215/213	2/2	0	words	218/216	1327/1299
sheets/done-001/xlsx/16424782563923.xlsx	xlsx	3/3	843/843	2/2	0	match	843/843	4546/4546
sheets/done-002/xls/2012-GA-Survey-Chapter-5-Tables-16Dec2013-V2.xls	xls	3/3	495/501	4/3	0	match	529/537	2447/2459
sheets/done-001/xlsx/einvoice-summary-worksheet.xlsx	xlsx	2/2	107/107	2/2	0	match	298/298	589/589
sheets/done-001/xlsx/Geo_Abschlussarbeiten.xlsx	xlsx	3/3	635/635	2/2	0	match	636/636	4734/4734
sheets/done-002/xls/REDAC_SCHEDULE_RPD_137.xls	xls	2/2	497/497	3/3	0	match	612/612	1697/1697
sheets/done-002/xls/2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2.xls	xls	5/5	624/636	4/3	0	match	627/643	2986/3010
sheets/done-001/xlsx/oltl-bulletin-59-26-03-ptr-sc-registration-form-for-oltl-approved-software.xlsx	xlsx	2/2	84/84	2/2	0	match	86/86	477/477
sheets/done-002/xlsx/(5000021142)-(subc0226)-criminology-subject-collection-list.xlsx	xlsx	3/3	596/596	2/2	0	match	604/604	4732/4732
sheets/done-002/xlsx/Chicago.List.2025.xlsx	xlsx	3/3	1332/1347	2/2	0	match	1333/1348	8751/8811
sheets/done-002/xls/P1636e.xls	xls	2/2	344/344	2/2	0	match	344/344	1514/1515
sheets/done-002/xlsx/Upload__hvv_Linie_150_2023.XLSX	xlsx	1/1	237/237	1/1	0	match	237/237	932/932
sheets/done-002/xlsx/e-pass-contact-details-template.xlsx	xlsx	4/4	27/27	1/1	0	match	27/27	147/147
sheets/done-003/xls/4-12-Kings-Attachment-13-Application-Architecture-Security-Requirements.xls	xls	6/6	1503/1503	2/2	0	match	1515/1515	9774/9774
sheets/done-002/xlsx/AIRBUS_station_evaluation_checklist_v2.xlsx	xlsx	1/1	527/527	2/2	0	match	544/544	2854/2854
sheets/done-003/xls/RPA-Budgets-FY-17-19-20.xls	xls	4/4	667/667	2/2	0	match	1041/1043	4050/4050
sheets/done-003/xls/disclosures_ecm.xls	xls	1/1	3517/3517	3/3	0	match	3534/3534	19226/19226
sheets/done-002/xlsx/WEBSITE-RESOURCE-LIST-by-CATEGORY-4-6-18-341pm.xlsx	xlsx	1/1	521/521	2/2	0	match	538/538	3226/3226
sheets/done-003/xlsx/00514292.xlsx	xlsx	9/9	834/835	3/3	0	match	845/846	4256/4256
sheets/done-003/xls/NPA_21_21_Sentenced_Comments.xls	xls	2/2	966/974	3/3	0	match	974/982	4593/4646
sheets/done-003/xlsx/Air_Boss_Master_List.xlsx	xlsx	5/5	522/525	2/2	0	match	524/527	2821/2847
sheets/done-003/xlsx/VOR Candidate Discontinuance List 2026-01-08.xlsx	xlsx	7/7	1558/1558	2/2	0	match	1558/1558	8012/8012
sheets/done-003/xls/programs contact list as of 07-01-10.xls	xls	3/3	943/943	2/2	0	match	949/949	3789/3789
sheets/done-003/xlsx/redac-sas-201503-fy17-research-portfolio.xlsx	xlsx	2/2	734/734	5/5	0	match	755/755	4715/4715
sheets/done-004/xls/flying-log-passenger-23rd-september-2014.xls	xls	7/7	4031/4029	2/2	0	match	4038/4036	24191/24179
sheets/done-003/xlsx/Bulletin-37-Appendix-2-immediate-detriment-data-request.xlsx	xlsx	5/5	524/524	3/3	0	match	541/541	2979/2979
sheets/done-004/xls/permit-applications-determined-july-2015.xls	xls	1/1	1315/1315	2/2	0	match	1323/1323	8052/8052
sheets/done-004/xlsx/Estero Rotary Awards.xlsx	xlsx	2/2	212/212	2/2	0	match	213/213	1221/1221
sheets/done-004/xls/NorwegianXPensionXFundXanalysisXexportsXandXLAWS-1.xls	xls	8/8	729/755	3/3	0	words	734/760	4209/4361
sheets/done-004/xlsx/Foreign_SA-CAT-I_and_CAT-II-III_Pub_0.xlsx	xlsx	16/16	1494/1495	3/3	0	match	1503/1504	7846/7846
sheets/done-004/xlsx/Part_375_Operators.xlsx	xlsx	19/19	2190/2190	3/3	0	match	2197/2197	12221/12221
sheets/done-004/xlsx/EU_145s_with_TCCA_approval_-_31.01.2025.xlsx	xlsx	14/14	2442/2442	1/1	0	match	2464/2464	16960/16960
sheets/done-004/xlsx/Travel-Cost-Estimate-Calculator.xlsx	xlsx	3/3	193/193	3/3	0	match	201/201	1024/1024
sheets/done-005/xls/Background_Declaration_Template.xls	xls	25/25	180/180	3/3	0	match	181/181	853/853
sheets/done-004/xlsx/List-of-Members-August-2017.xlsx	xlsx	10/10	1674/1674	2/2	0	match	1702/1702	10305/10305
sheets/done-005/xls/Praktikastellen_-_chinesischsprachiger_Kulturraum.xls	xls	34/34	1761/1769	2/2	0	match	1820/1828	12112/12164
sheets/done-004/xlsx/UAE Type Accepted Aircraft Models.xlsx	xlsx	6/6	760/760	2/2	0	match	761/761	3934/3934
sheets/done-005/xls/apron-area.xls	xls	3/3	417/417	3/2	0	match	431/431	1814/1814
sheets/done-005/xls/cy10_primary_enplanements.xls	xls	12/12	5263/5263	2/2	0	match	5280/5280	23129/23129
sheets/done-005/xls/SectorAdvisoryGroupandStrategyBoards.xls	xls	7/7	2400/2400	2/2	0	match	2431/2431	15407/15407
sheets/done-005/xlsx/Part_129_Operators.xlsx	xlsx	23/23	4272/4272	2/2	0	match	4277/4277	19595/19595
sheets/done-005/xlsx/National-Reports.xlsx	xlsx	6/6	1225/1225	2/2	0	match	1276/1276	7475/7475
sheets/done-005/xlsx/arp-sop-300-Exhibit-A-Table-Templates.xlsx	xlsx	11/11	3664/3669	2/2	0	words	3735/3740	19533/19978
sheets/done-005/xlsx/esurf-12-135-2024-t01.xlsx	xlsx	1/1	123/124	1/1	0	match	123/124	658/658
sheets/done-005/xlsx/june_2025_published.xlsx	xlsx	15/15	12936/12936	2/2	0	match	13191/13191	90883/90883
sheets/done-006/xls/Hazard Analysis Template.xls	xls	3/3	679/679	4/4	0	match	682/682	3309/3313
sheets/done-006/xls/WG7_NCWF_Skills_Table.XLS	xls	44/44	8511/8514	2/2	0	match	8532/8536	60901/60914
sheets/done-006/xls/ZenithAviation_AuctionList.xls	xls	33/33	6621/6621	2/2	0	match	6626/6626	34246/34246
sheets/done-006/xlsx/AFS-400_Contacts.xlsx	xlsx	48/48	6247/6246	2/2	0	match	6376/6375	43685/43685
sheets/done-006/xlsx/Infotabelle_WLAN im Flugzeug.xlsx	xlsx	4/4	363/395	2/2	0	words	411/443	2025/2234
sheets/done-006/xlsx/Performance.xlsx	xlsx	13/13	2123/2156	4/4	0	words	2137/2170	7270/7439
sheets/done-006/xlsx/Published_Issuances_2024.xlsx	xlsx	1/1	479/457	4/4	0	words	481/459	4294/4064
sheets/done-006/xlsx/SSRO_Quarterly_Statistical_Bulletin_Q3201617_DATA.xlsx	xlsx	4/4	538/549	4/5	0	match	538/550	2798/2849
